date,AverageTemperature,State
01-01-2011,15.1,Rajasthan
01-02-2011,19.648,Rajasthan
01-03-2011,25.615,Rajasthan
01-04-2011,29.801,Rajasthan
01-05-2011,34.689,Rajasthan
01-06-2011,33.725,Rajasthan
01-07-2011,30.997,Rajasthan
01-08-2011,29.496,Rajasthan
01-09-2011,28.429,Rajasthan
01-10-2011,27.149,Rajasthan
01-11-2011,23.995,Rajasthan
01-12-2011,17.815,Rajasthan
01-01-2012,15.125,Rajasthan
01-02-2012,18.032,Rajasthan
01-03-2012,24.868,Rajasthan
01-04-2012,30.144,Rajasthan
01-05-2012,34.187,Rajasthan
01-06-2012,34.514,Rajasthan
01-07-2012,32.026,Rajasthan
01-08-2012,29.471,Rajasthan
01-09-2012,29.062,Rajasthan
01-10-2012,26.995,Rajasthan
01-11-2012,22.343,Rajasthan
01-12-2012,18.236,Rajasthan
01-01-2013,15.887,Rajasthan
01-02-2013,19.103,Rajasthan
01-03-2013,24.75,Rajasthan
01-04-2013,30.011,Rajasthan
01-05-2013,34.723,Rajasthan
01-06-2013,33.25,Rajasthan
01-07-2013,30.795,Rajasthan
01-08-2013,29.271,Rajasthan
,,
01-01-1980,-5.845,Sikkim
01-02-1980,-3.319,Sikkim
01-03-1980,-0.407,Sikkim
01-04-1980,4.867,Sikkim
01-05-1980,6.293,Sikkim
01-06-1980,9.929,Sikkim
01-07-1980,10.76,Sikkim
01-08-1980,10.384,Sikkim
01-09-1980,9.02,Sikkim
01-10-1980,3.708,Sikkim
01-11-1980,0.042,Sikkim
01-12-1980,-2.671,Sikkim
01-01-1981,-6.482,Sikkim
01-02-1981,-2.927,Sikkim
01-03-1981,-0.997,Sikkim
01-04-1981,3.015,Sikkim
01-05-1981,6.433,Sikkim
01-06-1981,10.33,Sikkim
01-07-1981,10.505,Sikkim
01-08-1981,10.863,Sikkim
01-09-1981,8.806,Sikkim
01-10-1981,4.852,Sikkim
01-11-1981,-0.831,Sikkim
01-12-1981,-4.904,Sikkim
01-01-1982,-4.657,Sikkim
01-02-1982,-4.442,Sikkim
01-03-1982,-0.658,Sikkim
01-04-1982,3.192,Sikkim
01-05-1982,6.829,Sikkim
01-06-1982,9.789,Sikkim
01-07-1982,11.136,Sikkim
01-08-1982,10.592,Sikkim
01-09-1982,9.202,Sikkim
01-10-1982,3.222,Sikkim
01-11-1982,-0.896,Sikkim
01-12-1982,-3.684,Sikkim
01-01-1983,-6.872,Sikkim
01-02-1983,-5.559,Sikkim
01-03-1983,-0.492,Sikkim
01-04-1983,1.96,Sikkim
01-05-1983,6.073,Sikkim
01-06-1983,10.284,Sikkim
01-07-1983,11.365,Sikkim
01-08-1983,10.674,Sikkim
01-09-1983,9.133,Sikkim
01-10-1983,4.693,Sikkim
01-11-1983,-1.256,Sikkim
01-12-1983,-4.636,Sikkim
01-01-1984,-5.566,Sikkim
01-02-1984,-3.001,Sikkim
01-03-1984,1.602,Sikkim
01-04-1984,4.269,Sikkim
01-05-1984,7.852,Sikkim
01-06-1984,9.934,Sikkim
01-07-1984,9.662,Sikkim
01-08-1984,9.855,Sikkim
01-09-1984,7.637,Sikkim
01-10-1984,5.694,Sikkim
01-11-1984,-1.445,Sikkim
01-12-1984,-2.409,Sikkim
01-01-1985,-5.514,Sikkim
01-02-1985,-2.903,Sikkim
01-03-1985,2.726,Sikkim
01-04-1985,4.916,Sikkim
01-05-1985,6.823,Sikkim
01-06-1985,10.269,Sikkim
01-07-1985,9.495,Sikkim
01-08-1985,10.874,Sikkim
01-09-1985,8.507,Sikkim
01-10-1985,4.154,Sikkim
01-11-1985,-0.628,Sikkim
01-12-1985,-2.951,Sikkim
01-01-1986,-4.633,Sikkim
01-02-1986,-3.546,Sikkim
01-03-1986,0.467,Sikkim
01-04-1986,2.935,Sikkim
01-05-1986,5.56,Sikkim
01-06-1986,10.593,Sikkim
01-07-1986,10.276,Sikkim
01-08-1986,10.383,Sikkim
01-09-1986,8.221,Sikkim
01-10-1986,2.751,Sikkim
01-11-1986,-0.235,Sikkim
01-12-1986,-4.464,Sikkim
01-01-1987,-5.711,Sikkim
01-02-1987,-3.114,Sikkim
01-03-1987,-0.154,Sikkim
01-04-1987,3.365,Sikkim
01-05-1987,6.39,Sikkim
01-06-1987,11.031,Sikkim
01-07-1987,10.928,Sikkim
01-08-1987,9.822,Sikkim
01-09-1987,8.991,Sikkim
01-10-1987,3.946,Sikkim
01-11-1987,-0.195,Sikkim
01-12-1987,-3.765,Sikkim
01-01-1988,-3.961,Sikkim
01-02-1988,-2.032,Sikkim
01-03-1988,0.755,Sikkim
01-04-1988,4.214,Sikkim
01-05-1988,7.499,Sikkim
01-06-1988,9.862,Sikkim
01-07-1988,10.764,Sikkim
01-08-1988,10.252,Sikkim
01-09-1988,9.135,Sikkim
01-10-1988,4.489,Sikkim
01-11-1988,-0.786,Sikkim
01-12-1988,-3.361,Sikkim
01-01-1989,-5.037,Sikkim
01-02-1989,-3.449,Sikkim
01-03-1989,0.382,Sikkim
01-04-1989,3.806,Sikkim
01-05-1989,7.579,Sikkim
01-06-1989,9.984,Sikkim
01-07-1989,10.806,Sikkim
01-08-1989,10.1,Sikkim
01-09-1989,9.292,Sikkim
01-10-1989,4.837,Sikkim
01-11-1989,-0.707,Sikkim
01-12-1989,-5.042,Sikkim
01-01-1990,-3.056,Sikkim
01-02-1990,-3.439,Sikkim
01-03-1990,-1.587,Sikkim
01-04-1990,2.947,Sikkim
01-05-1990,7.071,Sikkim
01-06-1990,10.748,Sikkim
01-07-1990,10.559,Sikkim
01-08-1990,10.245,Sikkim
01-09-1990,8.822,Sikkim
01-10-1990,3.828,Sikkim
01-11-1990,0.639,Sikkim
01-12-1990,-3.575,Sikkim
01-01-1991,-6.1,Sikkim
01-02-1991,-2.303,Sikkim
01-03-1991,0.587,Sikkim
01-04-1991,3.664,Sikkim
01-05-1991,7.017,Sikkim
01-06-1991,9.36,Sikkim
01-07-1991,10.767,Sikkim
01-08-1991,9.794,Sikkim
01-09-1991,8.272,Sikkim
01-10-1991,4.376,Sikkim
01-11-1991,-0.723,Sikkim
01-12-1991,-4.8,Sikkim
01-01-1992,-5.102,Sikkim
01-02-1992,-4.659,Sikkim
01-03-1992,1.829,Sikkim
01-04-1992,4.241,Sikkim
01-05-1992,5.711,Sikkim
01-06-1992,9.788,Sikkim
01-07-1992,9.634,Sikkim
01-08-1992,9.772,Sikkim
01-09-1992,8.566,Sikkim
01-10-1992,4.472,Sikkim
01-11-1992,-0.479,Sikkim
01-12-1992,-5.015,Sikkim
01-01-1993,-4.33,Sikkim
01-02-1993,-2.368,Sikkim
01-03-1993,-1.036,Sikkim
01-04-1993,2.968,Sikkim
01-05-1993,6.608,Sikkim
01-06-1993,9.509,Sikkim
01-07-1993,10.697,Sikkim
01-08-1993,10.222,Sikkim
01-09-1993,7.9,Sikkim
01-10-1993,5.041,Sikkim
01-11-1993,0.119,Sikkim
01-12-1993,-2.913,Sikkim
01-01-1994,-4.021,Sikkim
01-02-1994,-4.223,Sikkim
01-03-1994,0.781,Sikkim
01-04-1994,3.315,Sikkim
01-05-1994,7.486,Sikkim
01-06-1994,10.294,Sikkim
01-07-1994,10.851,Sikkim
01-08-1994,10.423,Sikkim
01-09-1994,9.298,Sikkim
01-10-1994,4.233,Sikkim
01-11-1994,-1.305,Sikkim
01-12-1994,-4.282,Sikkim
01-01-1995,-6.544,Sikkim
01-02-1995,-3.947,Sikkim
01-03-1995,0.716,Sikkim
01-04-1995,3.643,Sikkim
01-05-1995,9.303,Sikkim
01-06-1995,11.063,Sikkim
01-07-1995,10.505,Sikkim
01-08-1995,10.058,Sikkim
01-09-1995,8.918,Sikkim
01-10-1995,5.11,Sikkim
01-11-1995,-0.558,Sikkim
01-12-1995,-3.642,Sikkim
01-01-1996,-4.903,Sikkim
01-02-1996,-3.602,Sikkim
01-03-1996,1.076,Sikkim
01-04-1996,3.958,Sikkim
01-05-1996,7.834,Sikkim
01-06-1996,9.195,Sikkim
01-07-1996,10.574,Sikkim
01-08-1996,9.995,Sikkim
01-09-1996,8.571,Sikkim
01-10-1996,4.742,Sikkim
01-11-1996,0.493,Sikkim
01-12-1996,-3.547,Sikkim
01-01-1997,-5.939,Sikkim
01-02-1997,-4.03,Sikkim
01-03-1997,0.477,Sikkim
01-04-1997,1.712,Sikkim
01-05-1997,6.631,Sikkim
01-06-1997,9.529,Sikkim
01-07-1997,10.65,Sikkim
01-08-1997,10.407,Sikkim
01-09-1997,8.183,Sikkim
01-10-1997,2.462,Sikkim
01-11-1997,-0.258,Sikkim
01-12-1997,-5.158,Sikkim
01-01-1998,-5.033,Sikkim
01-02-1998,-2.7,Sikkim
01-03-1998,-0.762,Sikkim
01-04-1998,3.638,Sikkim
01-05-1998,8.107,Sikkim
01-06-1998,11.386,Sikkim
01-07-1998,10.531,Sikkim
01-08-1998,10.238,Sikkim
01-09-1998,8.995,Sikkim
01-10-1998,6.328,Sikkim
01-11-1998,1.472,Sikkim
01-12-1998,-3.364,Sikkim
01-01-1999,-4.944,Sikkim
01-02-1999,-0.921,Sikkim
01-03-1999,1.943,Sikkim
01-04-1999,6.284,Sikkim
01-05-1999,7.657,Sikkim
01-06-1999,10.126,Sikkim
01-07-1999,10.025,Sikkim
01-08-1999,9.431,Sikkim
01-09-1999,8.514,Sikkim
01-10-1999,4.522,Sikkim
01-11-1999,0.424,Sikkim
01-12-1999,-3.197,Sikkim
01-01-2000,-4.893,Sikkim
01-02-2000,-4.607,Sikkim
01-03-2000,-0.603,Sikkim
01-04-2000,3.921,Sikkim
01-05-2000,7.245,Sikkim
01-06-2000,10.143,Sikkim
01-07-2000,10.383,Sikkim
01-08-2000,9.853,Sikkim
01-09-2000,7.951,Sikkim
01-10-2000,4.911,Sikkim
01-11-2000,0.647,Sikkim
01-12-2000,-3.355,Sikkim
01-01-2001,-3.773,Sikkim
01-02-2001,-1.528,Sikkim
01-03-2001,0.045,Sikkim
01-04-2001,3.822,Sikkim
01-05-2001,6.95,Sikkim
01-06-2001,9.793,Sikkim
01-07-2001,10.871,Sikkim
01-08-2001,10.328,Sikkim
01-09-2001,8.934,Sikkim
01-10-2001,4.879,Sikkim
01-11-2001,0.471,Sikkim
01-12-2001,-3.602,Sikkim
01-01-2002,-5.377,Sikkim
01-02-2002,-2.296,Sikkim
01-03-2002,0.71,Sikkim
01-04-2002,3.898,Sikkim
01-05-2002,6.618,Sikkim
01-06-2002,10.286,Sikkim
01-07-2002,10.658,Sikkim
01-08-2002,10.1,Sikkim
01-09-2002,8.279,Sikkim
01-10-2002,3.914,Sikkim
01-11-2002,0.197,Sikkim
01-12-2002,-3.359,Sikkim
01-01-2003,-5.089,Sikkim
01-02-2003,-3.736,Sikkim
01-03-2003,-0.039,Sikkim
01-04-2003,4.511,Sikkim
01-05-2003,6.728,Sikkim
01-06-2003,9.704,Sikkim
01-07-2003,10.448,Sikkim
01-08-2003,10.853,Sikkim
01-09-2003,9.004,Sikkim
01-10-2003,5.104,Sikkim
01-11-2003,0.72,Sikkim
01-12-2003,-3.831,Sikkim
01-01-2004,-5.858,Sikkim
01-02-2004,-2.968,Sikkim
01-03-2004,2.897,Sikkim
01-04-2004,3.974,Sikkim
01-05-2004,8.027,Sikkim
01-06-2004,9.762,Sikkim
01-07-2004,9.609,Sikkim
01-08-2004,10.447,Sikkim
01-09-2004,9.153,Sikkim
01-10-2004,3.612,Sikkim
01-11-2004,-1.187,Sikkim
01-12-2004,-2.797,Sikkim
01-01-2005,-4.526,Sikkim
01-02-2005,-2.327,Sikkim
01-03-2005,1.374,Sikkim
01-04-2005,3.938,Sikkim
01-05-2005,6.59,Sikkim
01-06-2005,10.507,Sikkim
01-07-2005,10.755,Sikkim
01-08-2005,10.695,Sikkim
01-09-2005,9.368,Sikkim
01-10-2005,4.329,Sikkim
01-11-2005,-0.275,Sikkim
01-12-2005,-3.735,Sikkim
01-01-2006,-2.91,Sikkim
01-02-2006,0.118,Sikkim
01-03-2006,0.797,Sikkim
01-04-2006,3.458,Sikkim
01-05-2006,7.589,Sikkim
01-06-2006,10.372,Sikkim
01-07-2006,11.59,Sikkim
01-08-2006,10.399,Sikkim
01-09-2006,8.889,Sikkim
01-10-2006,4.29,Sikkim
01-11-2006,0.092,Sikkim
01-12-2006,-2.263,Sikkim
01-01-2007,-3.534,Sikkim
01-02-2007,-4.027,Sikkim
01-03-2007,1.047,Sikkim
01-04-2007,4.556,Sikkim
01-05-2007,8.511,Sikkim
01-06-2007,10.287,Sikkim
01-07-2007,10.676,Sikkim
01-08-2007,10.808,Sikkim
01-09-2007,8.974,Sikkim
01-10-2007,5.813,Sikkim
01-11-2007,0.145,Sikkim
01-12-2007,-2.801,Sikkim
01-01-2008,-4.046,Sikkim
01-02-2008,-3.853,Sikkim
01-03-2008,1.114,Sikkim
01-04-2008,4.718,Sikkim
01-05-2008,7.578,Sikkim
01-06-2008,9.685,Sikkim
01-07-2008,10.466,Sikkim
01-08-2008,10.15,Sikkim
01-09-2008,8.752,Sikkim
01-10-2008,4.115,Sikkim
01-11-2008,0.373,Sikkim
01-12-2008,-2.136,Sikkim
01-01-2009,-2.804,Sikkim
01-02-2009,-1.514,Sikkim
01-03-2009,0.972,Sikkim
01-04-2009,5.508,Sikkim
01-05-2009,6.938,Sikkim
01-06-2009,10.776,Sikkim
01-07-2009,11.838,Sikkim
01-08-2009,10.731,Sikkim
01-09-2009,9.462,Sikkim
01-10-2009,5.293,Sikkim
01-11-2009,0.707,Sikkim
01-12-2009,-3.243,Sikkim
01-01-2010,-4.838,Sikkim
01-02-2010,-2.813,Sikkim
01-03-2010,2.935,Sikkim
01-04-2010,6.023,Sikkim
01-05-2010,7.902,Sikkim
01-06-2010,10.741,Sikkim
01-07-2010,11.463,Sikkim
01-08-2010,10.957,Sikkim
01-09-2010,9.242,Sikkim
01-10-2010,5.227,Sikkim
01-11-2010,1.588,Sikkim
01-12-2010,-3.606,Sikkim
01-01-2011,-5.102,Sikkim
01-02-2011,-3.26,Sikkim
01-03-2011,0.896,Sikkim
01-04-2011,3.302,Sikkim
01-05-2011,7.235,Sikkim
01-06-2011,9.845,Sikkim
01-07-2011,10.691,Sikkim
01-08-2011,10.008,Sikkim
01-09-2011,8.94,Sikkim
01-10-2011,4.544,Sikkim
01-11-2011,0.167,Sikkim
01-12-2011,-2.433,Sikkim
01-01-2012,-6.266,Sikkim
01-02-2012,-2.704,Sikkim
01-03-2012,0.792,Sikkim
01-04-2012,4.068,Sikkim
01-05-2012,7.936,Sikkim
01-06-2012,11.032,Sikkim
01-07-2012,10.593,Sikkim
01-08-2012,11.061,Sikkim
01-09-2012,8.92,Sikkim
01-10-2012,3.771,Sikkim
01-11-2012,-0.917,Sikkim
01-12-2012,-3.394,Sikkim
01-01-2013,-5.943,Sikkim
01-02-2013,-3.179,Sikkim
01-03-2013,0.377,Sikkim
01-04-2013,3.721,Sikkim
01-05-2013,7.487,Sikkim
01-06-2013,11.076,Sikkim
01-07-2013,11.471,Sikkim
01-08-2013,10.905,Sikkim
,,
01-01-1980,24.671,Tamil Nadu
01-02-1980,26.023,Tamil Nadu
01-03-1980,28.041,Tamil Nadu
01-04-1980,29.513,Tamil Nadu
01-05-1980,30.489,Tamil Nadu
01-06-1980,28.717,Tamil Nadu
01-07-1980,27.986,Tamil Nadu
01-08-1980,27.513,Tamil Nadu
01-09-1980,27.765,Tamil Nadu
01-10-1980,26.62,Tamil Nadu
01-11-1980,25.639,Tamil Nadu
01-12-1980,24.889,Tamil Nadu
01-01-1981,24.596,Tamil Nadu
01-02-1981,25.882,Tamil Nadu
01-03-1981,28.084,Tamil Nadu
01-04-1981,29.654,Tamil Nadu
01-05-1981,29.783,Tamil Nadu
01-06-1981,28.223,Tamil Nadu
01-07-1981,27.831,Tamil Nadu
01-08-1981,27.282,Tamil Nadu
01-09-1981,26.766,Tamil Nadu
01-10-1981,26.292,Tamil Nadu
01-11-1981,25.242,Tamil Nadu
01-12-1981,23.966,Tamil Nadu
01-01-1982,24.287,Tamil Nadu
01-02-1982,25.84,Tamil Nadu
01-03-1982,28.08,Tamil Nadu
01-04-1982,29.501,Tamil Nadu
01-05-1982,29.751,Tamil Nadu
01-06-1982,28.749,Tamil Nadu
01-07-1982,27.99,Tamil Nadu
01-08-1982,28.007,Tamil Nadu
01-09-1982,27.612,Tamil Nadu
01-10-1982,26.843,Tamil Nadu
01-11-1982,25.624,Tamil Nadu
01-12-1982,24.35,Tamil Nadu
01-01-1983,24.503,Tamil Nadu
01-02-1983,27.032,Tamil Nadu
01-03-1983,28.773,Tamil Nadu
01-04-1983,30.025,Tamil Nadu
01-05-1983,30.533,Tamil Nadu
01-06-1983,29.448,Tamil Nadu
01-07-1983,28.434,Tamil Nadu
01-08-1983,27.612,Tamil Nadu
01-09-1983,26.933,Tamil Nadu
01-10-1983,26.658,Tamil Nadu
01-11-1983,25.381,Tamil Nadu
01-12-1983,24.423,Tamil Nadu
01-01-1984,24.63,Tamil Nadu
01-02-1984,25.434,Tamil Nadu
01-03-1984,27.186,Tamil Nadu
01-04-1984,28.729,Tamil Nadu
01-05-1984,30.353,Tamil Nadu
01-06-1984,28.452,Tamil Nadu
01-07-1984,27.058,Tamil Nadu
01-08-1984,27.668,Tamil Nadu
01-09-1984,27.04,Tamil Nadu
01-10-1984,26.129,Tamil Nadu
01-11-1984,25.254,Tamil Nadu
01-12-1984,24.362,Tamil Nadu
01-01-1985,24.724,Tamil Nadu
01-02-1985,26.179,Tamil Nadu
01-03-1985,28.345,Tamil Nadu
01-04-1985,29.783,Tamil Nadu
01-05-1985,30.193,Tamil Nadu
01-06-1985,27.881,Tamil Nadu
01-07-1985,27.291,Tamil Nadu
01-08-1985,27.375,Tamil Nadu
01-09-1985,27.383,Tamil Nadu
01-10-1985,26.452,Tamil Nadu
01-11-1985,24.838,Tamil Nadu
01-12-1985,24.682,Tamil Nadu
01-01-1986,24.22,Tamil Nadu
01-02-1986,25.703,Tamil Nadu
01-03-1986,27.898,Tamil Nadu
01-04-1986,29.671,Tamil Nadu
01-05-1986,30.231,Tamil Nadu
01-06-1986,28.921,Tamil Nadu
01-07-1986,28.306,Tamil Nadu
01-08-1986,27.338,Tamil Nadu
01-09-1986,27.647,Tamil Nadu
01-10-1986,26.669,Tamil Nadu
01-11-1986,25.477,Tamil Nadu
01-12-1986,24.998,Tamil Nadu
01-01-1987,24.875,Tamil Nadu
01-02-1987,25.623,Tamil Nadu
01-03-1987,27.899,Tamil Nadu
01-04-1987,29.867,Tamil Nadu
01-05-1987,30.092,Tamil Nadu
01-06-1987,29.284,Tamil Nadu
01-07-1987,28.897,Tamil Nadu
01-08-1987,28.22,Tamil Nadu
01-09-1987,28.367,Tamil Nadu
01-10-1987,26.897,Tamil Nadu
01-11-1987,26.169,Tamil Nadu
01-12-1987,25.05,Tamil Nadu
01-01-1988,24.879,Tamil Nadu
01-02-1988,26.857,Tamil Nadu
01-03-1988,28.971,Tamil Nadu
01-04-1988,29.061,Tamil Nadu
01-05-1988,30.609,Tamil Nadu
01-06-1988,28.849,Tamil Nadu
01-07-1988,27.708,Tamil Nadu
01-08-1988,27.411,Tamil Nadu
01-09-1988,27.089,Tamil Nadu
01-10-1988,27.038,Tamil Nadu
01-11-1988,25.134,Tamil Nadu
01-12-1988,24.636,Tamil Nadu
01-01-1989,24.467,Tamil Nadu
01-02-1989,25.403,Tamil Nadu
01-03-1989,27.403,Tamil Nadu
01-04-1989,29.435,Tamil Nadu
01-05-1989,30.076,Tamil Nadu
01-06-1989,28.433,Tamil Nadu
01-07-1989,27.21,Tamil Nadu
01-08-1989,27.702,Tamil Nadu
01-09-1989,27.149,Tamil Nadu
01-10-1989,26.858,Tamil Nadu
01-11-1989,25.415,Tamil Nadu
01-12-1989,24.561,Tamil Nadu
01-01-1990,24.289,Tamil Nadu
01-02-1990,26.638,Tamil Nadu
01-03-1990,28.571,Tamil Nadu
01-04-1990,29.933,Tamil Nadu
01-05-1990,28.91,Tamil Nadu
01-06-1990,28.579,Tamil Nadu
01-07-1990,27.483,Tamil Nadu
01-08-1990,27.327,Tamil Nadu
01-09-1990,27.435,Tamil Nadu
01-10-1990,26.453,Tamil Nadu
01-11-1990,25.581,Tamil Nadu
01-12-1990,24.83,Tamil Nadu
01-01-1991,25.157,Tamil Nadu
01-02-1991,26.219,Tamil Nadu
01-03-1991,28.709,Tamil Nadu
01-04-1991,29.684,Tamil Nadu
01-05-1991,30.74,Tamil Nadu
01-06-1991,28.078,Tamil Nadu
01-07-1991,27.799,Tamil Nadu
01-08-1991,27.461,Tamil Nadu
01-09-1991,27.864,Tamil Nadu
01-10-1991,26.381,Tamil Nadu
01-11-1991,25.279,Tamil Nadu
01-12-1991,24.342,Tamil Nadu
01-01-1992,23.96,Tamil Nadu
01-02-1992,26.094,Tamil Nadu
01-03-1992,27.49,Tamil Nadu
01-04-1992,29.629,Tamil Nadu
01-05-1992,29.68,Tamil Nadu
01-06-1992,28.801,Tamil Nadu
01-07-1992,27.672,Tamil Nadu
01-08-1992,27.451,Tamil Nadu
01-09-1992,27.337,Tamil Nadu
01-10-1992,26.46,Tamil Nadu
01-11-1992,25.446,Tamil Nadu
01-12-1992,23.884,Tamil Nadu
01-01-1993,24.075,Tamil Nadu
01-02-1993,25.694,Tamil Nadu
01-03-1993,27.962,Tamil Nadu
01-04-1993,29.404,Tamil Nadu
01-05-1993,30.127,Tamil Nadu
01-06-1993,28.711,Tamil Nadu
01-07-1993,27.749,Tamil Nadu
01-08-1993,27.81,Tamil Nadu
01-09-1993,27.422,Tamil Nadu
01-10-1993,26.119,Tamil Nadu
01-11-1993,25.062,Tamil Nadu
01-12-1993,24.048,Tamil Nadu
01-01-1994,24.609,Tamil Nadu
01-02-1994,26.023,Tamil Nadu
01-03-1994,27.97,Tamil Nadu
01-04-1994,28.921,Tamil Nadu
01-05-1994,30.122,Tamil Nadu
01-06-1994,28.613,Tamil Nadu
01-07-1994,27.489,Tamil Nadu
01-08-1994,27.826,Tamil Nadu
01-09-1994,27.769,Tamil Nadu
01-10-1994,26.416,Tamil Nadu
01-11-1994,24.952,Tamil Nadu
01-12-1994,24.254,Tamil Nadu
01-01-1995,24.592,Tamil Nadu
01-02-1995,26.287,Tamil Nadu
01-03-1995,28.01,Tamil Nadu
01-04-1995,29.26,Tamil Nadu
01-05-1995,29.057,Tamil Nadu
01-06-1995,29.14,Tamil Nadu
01-07-1995,27.612,Tamil Nadu
01-08-1995,27.58,Tamil Nadu
01-09-1995,27.62,Tamil Nadu
01-10-1995,26.739,Tamil Nadu
01-11-1995,25.972,Tamil Nadu
01-12-1995,24.542,Tamil Nadu
01-01-1996,24.873,Tamil Nadu
01-02-1996,26.168,Tamil Nadu
01-03-1996,28.126,Tamil Nadu
01-04-1996,29.138,Tamil Nadu
01-05-1996,30.52,Tamil Nadu
01-06-1996,28.322,Tamil Nadu
01-07-1996,27.704,Tamil Nadu
01-08-1996,27.426,Tamil Nadu
01-09-1996,27.05,Tamil Nadu
01-10-1996,26.4,Tamil Nadu
01-11-1996,25.791,Tamil Nadu
01-12-1996,24.044,Tamil Nadu
01-01-1997,24.586,Tamil Nadu
01-02-1997,25.856,Tamil Nadu
01-03-1997,28.161,Tamil Nadu
01-04-1997,28.753,Tamil Nadu
01-05-1997,30.03,Tamil Nadu
01-06-1997,29.421,Tamil Nadu
01-07-1997,28.358,Tamil Nadu
01-08-1997,28.116,Tamil Nadu
01-09-1997,27.719,Tamil Nadu
01-10-1997,26.776,Tamil Nadu
01-11-1997,25.947,Tamil Nadu
01-12-1997,25.76,Tamil Nadu
01-01-1998,26.004,Tamil Nadu
01-02-1998,27.308,Tamil Nadu
01-03-1998,29.038,Tamil Nadu
01-04-1998,30.529,Tamil Nadu
01-05-1998,30.698,Tamil Nadu
01-06-1998,29.776,Tamil Nadu
01-07-1998,28.189,Tamil Nadu
01-08-1998,27.829,Tamil Nadu
01-09-1998,27.395,Tamil Nadu
01-10-1998,26.602,Tamil Nadu
01-11-1998,25.994,Tamil Nadu
01-12-1998,24.53,Tamil Nadu
01-01-1999,24.488,Tamil Nadu
01-02-1999,26.308,Tamil Nadu
01-03-1999,28.587,Tamil Nadu
01-04-1999,29.107,Tamil Nadu
01-05-1999,28.718,Tamil Nadu
01-06-1999,28.25,Tamil Nadu
01-07-1999,27.863,Tamil Nadu
01-08-1999,27.705,Tamil Nadu
01-09-1999,27.966,Tamil Nadu
01-10-1999,26.264,Tamil Nadu
01-11-1999,25.609,Tamil Nadu
01-12-1999,24.358,Tamil Nadu
01-01-2000,24.881,Tamil Nadu
01-02-2000,26.41,Tamil Nadu
01-03-2000,27.864,Tamil Nadu
01-04-2000,29.561,Tamil Nadu
01-05-2000,30.025,Tamil Nadu
01-06-2000,28.085,Tamil Nadu
01-07-2000,27.87,Tamil Nadu
01-08-2000,27.01,Tamil Nadu
01-09-2000,27.371,Tamil Nadu
01-10-2000,26.485,Tamil Nadu
01-11-2000,25.83,Tamil Nadu
01-12-2000,24.305,Tamil Nadu
01-01-2001,24.809,Tamil Nadu
01-02-2001,26.614,Tamil Nadu
01-03-2001,28.472,Tamil Nadu
01-04-2001,28.685,Tamil Nadu
01-05-2001,30.264,Tamil Nadu
01-06-2001,28.415,Tamil Nadu
01-07-2001,28.131,Tamil Nadu
01-08-2001,27.688,Tamil Nadu
01-09-2001,27.705,Tamil Nadu
01-10-2001,26.544,Tamil Nadu
01-11-2001,25.932,Tamil Nadu
01-12-2001,24.586,Tamil Nadu
01-01-2002,25.133,Tamil Nadu
01-02-2002,25.958,Tamil Nadu
01-03-2002,28.379,Tamil Nadu
01-04-2002,29.839,Tamil Nadu
01-05-2002,30.097,Tamil Nadu
01-06-2002,28.774,Tamil Nadu
01-07-2002,28.711,Tamil Nadu
01-08-2002,27.877,Tamil Nadu
01-09-2002,28.236,Tamil Nadu
01-10-2002,26.83,Tamil Nadu
01-11-2002,25.649,Tamil Nadu
01-12-2002,24.586,Tamil Nadu
01-01-2003,24.904,Tamil Nadu
01-02-2003,26.876,Tamil Nadu
01-03-2003,28.281,Tamil Nadu
01-04-2003,29.581,Tamil Nadu
01-05-2003,30.495,Tamil Nadu
01-06-2003,29.679,Tamil Nadu
01-07-2003,28.128,Tamil Nadu
01-08-2003,27.792,Tamil Nadu
01-09-2003,28.205,Tamil Nadu
01-10-2003,26.876,Tamil Nadu
01-11-2003,25.582,Tamil Nadu
01-12-2003,24.823,Tamil Nadu
01-01-2004,25.027,Tamil Nadu
01-02-2004,26.033,Tamil Nadu
01-03-2004,28.443,Tamil Nadu
01-04-2004,29.835,Tamil Nadu
01-05-2004,28.168,Tamil Nadu
01-06-2004,28.313,Tamil Nadu
01-07-2004,27.8,Tamil Nadu
01-08-2004,28.151,Tamil Nadu
01-09-2004,27.024,Tamil Nadu
01-10-2004,26.243,Tamil Nadu
01-11-2004,25.324,Tamil Nadu
01-12-2004,24.656,Tamil Nadu
01-01-2005,25.292,Tamil Nadu
01-02-2005,26.538,Tamil Nadu
01-03-2005,28.62,Tamil Nadu
01-04-2005,28.78,Tamil Nadu
01-05-2005,30.028,Tamil Nadu
01-06-2005,29.073,Tamil Nadu
01-07-2005,27.995,Tamil Nadu
01-08-2005,28.122,Tamil Nadu
01-09-2005,27.481,Tamil Nadu
01-10-2005,26.509,Tamil Nadu
01-11-2005,24.791,Tamil Nadu
01-12-2005,24.531,Tamil Nadu
01-01-2006,24.579,Tamil Nadu
01-02-2006,25.693,Tamil Nadu
01-03-2006,28.114,Tamil Nadu
01-04-2006,29.538,Tamil Nadu
01-05-2006,29.457,Tamil Nadu
01-06-2006,28.626,Tamil Nadu
01-07-2006,28.386,Tamil Nadu
01-08-2006,28.001,Tamil Nadu
